1,1,539.75,481.75,578.75,530.75,0
1,1,863.75,907.75,994.75,1049.8,0
2,1,605.75,579.75,647.75,578.75,517.75
2,1,878.75,880.75,1047.8,1101.8,1010.7
2,2,672.75,0,0,0,0
2,2,613.75,0,0,0,0
